company,critic_name,movie,rating,review_text
Movies.com,Jen Yamato,Toy Story 3,fresh,delivers the goods as an engaging animated adventure and also gives the characters we've come to love the farewell they deserve.
New York Magazine/Vulture,David Edelstein,Toy Story 3,fresh,"the gags are all of a piece, right up to the forlorn yet enchanting finale."
MovieMartyr.com,Jeremy Heilman,Toy Story 3,rotten,"at best, toy story 3 stands as a refinement of toy story 2, a movie which was an unnecessary sequel to begin with."
Cinema Autopsy,Thomas Caldwell,Toy Story 3,fresh,toy story 3 is a remarkable film and a fitting conclusion to one of the most consistently enjoyable trilogies ever made.
Entertainment Spectrum,Keith Cohen,Toy Story 3,fresh,this endearing escapist summer adventure will bring tears to your eyes and is not to be missed. the design work is spectacular and the cinematography is vivid utilizing every color imaginable in the crayon box. the sight gags and jokes make this a...
OK! Magazine,Phil Villarreal,Toy Story 3,fresh,"toy story 3 feels like a once-every-five-years confluence of perfection in tone, delivery, timing, humor and drama."
Salt Lake Tribune,Sean P. Means,Toy Story 3,fresh,"the eternal questions that the first two movies raised, about what happens to toys when playtime is over, are answered in ways that are both surprising and gently comforting."
Flick Filosopher,MaryAnn Johanson,Toy Story 3,fresh,[i]t seemed like a good thing not to get one's hopes up too much... because how long can pixar's streak of genius and spirit and wonder last?... [but this] brings the overarching story to its satisfying conclusion...
TheLoop21.com,Kam Williams,Toy Story 3,fresh,a fitting finale for a disney trilogy guaranteed to resonate with kids of any age for generations to come.
Cinema Crazed,Felix Vasquez Jr.,Toy Story 3,fresh,"if this is the final chapter of the toys from pixar, then i couldn't have imagined a better send off..."
Cinefantastique,Steve Biodrowski,Toy Story 3,fresh,"by the high standards of pixar, the new toy story falls slightly short - which means it's still better than anything else in the computer-animated sweepstakes."
ReelTalk Movie Reviews,Betty Jo Tucker,Toy Story 3,fresh,what a triumph this incredible new 'toy story' adventure is! it does a terrific job emphasizing the relationship between toys and a child's imagination.
Concrete Playground,Alice Tynan,Toy Story 3,fresh,the pixar team are true masters of their craft. their stellar cinematic efforts do indeed go to infinity and beyond
Needcoffee.com,Widgett Walls,Toy Story 3,fresh,"ever moreso than the other films: you only thought you felt bad about your old toys--oh my god, you're going to feel horrible."
Pajiba,Daniel Carlson,Toy Story 3,fresh,"are there moments in toy story 3 that work? yes, and when they hit, they're very good, which is what makes the film's overall mediocrity so much harder to take."
Three Movie Buffs,Scott Nash,Toy Story 3,fresh,the perfect ending to a near perfect series of films.
The Scorecard Review,Jeff Bayer,Toy Story 3,fresh,"i was shocked with how much joy and sweet sadness this threequel gave me. i will no longer doubt you, pixar."
Fort Bend Sun,Danny Minton,Toy Story 3,fresh,the emotional roller coaster this film takes its audience on is better than anything at disneyland.
eFilmCritic.com,Dan Lybarger,Toy Story 3,fresh,"it shouldn't be surprising that pixar can make a sequel that retains all the charm of the film that preceded it. after all, they've done it before."
ReviewExpress.com,Diana Saenger,Toy Story 3,fresh,the storytelling and animation are delightfully engaging.
Kaplan vs. Kaplan,David Kaplan,Toy Story 3,fresh,"there is so much to be absorbed here that a second viewing, at least, is a prerequisite."
Kaplan vs. Kaplan,Jeanne Kaplan,Toy Story 3,fresh,"pure, unadulterated enjoyment ---"
ViewLondon,Matthew Turner,Toy Story 3,fresh,"worthy threequel to the wonderful toy story franchise with gorgeous animation, terrific vocal performances and a brilliantly written script that's consistently both laugh-out-loud funny and powerfully emotional."
The Movie Kit,Kit Bowen,Toy Story 3,fresh,"it doesn't try to surpass its predecessors but simply continues the story in such a wonderful, natural progression that it melds with ease into the brilliance that is the toy story lore."
Movies.com,Dave White,Toy Story 3,fresh,aims right for the sadness and ache that comes along as life shifts around you.
Cinema Sight,Wesley Lovell,Toy Story 3,fresh,"another pixar masterpiece, capping a groundbreaking and exciting trilogy. emotional, well crafted and intelligent. the hallmarks of pixar quality."
jackiekcooper.com,Jackie K. Cooper,Toy Story 3,fresh,"the best of the bunch. touches the funny bone, the brain and the heart."
Laramie Movie Scope,Robert Roten,Toy Story 3,fresh,"the film does go through a lot of extra action sequences just to fill up time (not just one, but three trips in a dump truck) but it is worth the wait for that exquisite ending."
JoBlo's Movie Emporium,Chris Bumbray,Toy Story 3,fresh,pretty much a perfect film...
Urban Cinefile,Andrew L. Urban,Toy Story 3,fresh,"driven by a good plot and clearly defined characters, toy story 3 is injected with humour and powered by fun as the adventure of their lives brings these toys together in ways that will entertain and move you"
Urban Cinefile,Louise Keller,Toy Story 3,fresh,everything works: from the excellent voice cast to the way the story naturally evolves and leaves us in a happy place. this is a film that will certainly endure the test of time
Lessons of Darkness,Nick Schager,Toy Story 3,fresh,"balances rollicking adventure, personality-driven comedy and wrenching pathos with a deftness only surpassed by a handful of animation efforts."
Reno News and Review,Bob Grimm,Toy Story 3,fresh,i found myself crying a bit for these animated inanimate objects.
Moviedex,Anders Wotzke,Toy Story 3,fresh,"one sequence alone has more heart, humour, intellect and hair-raising thrills than most films - live-action or animated - have overall."
PopMatters,Bill Gibron,Toy Story 3,fresh,...suffice it to say - it's great.
Illinois Times,Charles Koplinski,Toy Story 3,fresh,good but not great.
Digital Spy,Simon Reynolds,Toy Story 3,fresh,"as people grow up, life moves on, and it's inevitable that they'll part from people, places and things they love. toy story 3 illustrates this movingly and with real poignancy."
Shadows on the Wall,Rich Cline,Toy Story 3,fresh,"amid all the lively antics, this is a thoughtful story about regret for the past and fear of the future."
Aisle Seat,Mike McGranaghan,Toy Story 3,fresh,this is another home run for pixar. a perfect conclusion to a perfect movie trilogy.
"Metro Times (Detroit, MI)",Jeff Meyers,Toy Story 3,fresh,"woody and the gang stare into the abyss in this crazy, inspired homage to jailbreak films"
Window to the Movies,Jeffrey Chen,Toy Story 3,fresh,"such a deep wrap-up that it makes the previous two movies feel like episodes, while this movie feels like the summation."
Ultra Culture,Charlie Lyne,Toy Story 3,fresh,"despite its flaws, it retains the innocence, charm and (some of) the wit of the classics, and handles some potentially difficult subjects with pixar's now-trademark ingenuity."
Fan The Fire,Sam Bathe,Toy Story 3,fresh,"managing to create real moments of suspense, a hugely powerful emotional sequence towards the end is testament to the relationships we've built up with this bunch of toys."
ABC Radio Brisbane,Matthew Toomey,Toy Story 3,fresh,a fun adventure with plenty of laughs and a strong narrative. it will undoubtedly capture the attention of both kids and adults. it's almost impossible not to like.
Triple J,Marc Fennell,Toy Story 3,fresh,"funny, inventive, touching; flawless."
Empire Magazine Australasia,Ben McEachen,Toy Story 3,fresh,the pain of goodbye is beautifully balanced by the trademark excellence of the toy story series. a fantastic way to go out.
At the Movies (Australia),Margaret Pomeranz,Toy Story 3,fresh,and it's not cheap sentiment. there's something really deep and sweet about everything in the toy story series.
At the Movies (Australia),David Stratton,Toy Story 3,fresh,"the 3d animation is quite beautiful, and there's the usual bonus of a pixar short film before the feature, the clever and enchanting night and day."
"MovieTime, ABC Radio National",Jason Di Rosso,Toy Story 3,fresh,perhaps it's more likely to give parents nightmares than children!
FILMINK (Australia),Cara Nash,Toy Story 3,fresh,"while packed to the margins with witty jokes and visual gags, the charming third instalment never loses sight of its emotional core."
Bangor Daily News (Maine),Christopher Smith,Toy Story 3,fresh,"once again, you're left with a groundswell of admiration for the skilled people at pixar, who have an uncanny way of balancing emotional weight with outrageous moments of comedy and action."
Atlantic City Weekly,Lori Hoffman,Toy Story 3,fresh,anyone who's ever felt left out and abandoned will understand the emotional heart of this triumphant tale of friendship and loyalty.
Daily Mail (UK),Baz Bamigboye,Toy Story 3,fresh,"you can't get your childhood back but for one hour and 38 minutes toy story 3 gets you pretty close. oh, and by the way -- your kids will love it, too."
Flicks.co.nz,Andrew Hedley,Toy Story 3,fresh,"it makes sense that the film was penned by michael arndt, whose little miss sunshine provided a similar balance of mirth and melancholy."
rec.arts.movies.reviews,Mark R. Leeper,Toy Story 3,fresh,"the writing quality is what makes this film work as a comedy, an adventure, and a film with some serious affecting human drama."
MovieCrypt.com,Kevin A. Ranson,Toy Story 3,fresh,"to call this film critic-proof is an understatement, but here's a fact: there really isn't any way to improve upon pixar's pitch perfect ending to their toy story saga."
